文件名,键名,日文原文,当前使用,使用来源,todo/new_翻译,jp_cn_翻译,data_翻译
ProduceItem.json,pitem_01-3-174-0|ProduceDescriptionType_PlainText|ExamDescriptionType_Unknown|ProduceExamEffectType_Unknown|ProduceCardCategory_Unknown|ProduceCardMovePositionType_Unknown|ProduceStepType_Unknown||produceDescriptions[3].text,に移動,移動,todo/new,移動,,中移動
ProduceItem.json,pitem_01-3-174-1|ProduceDescriptionType_PlainText|ExamDescriptionType_Unknown|ProduceExamEffectType_Unknown|ProduceCardCategory_Unknown|ProduceCardMovePositionType_Unknown|ProduceStepType_Unknown||produceDescriptions[3].text,に移動,移動,todo/new,移動,,中移動
ProduceItem.json,pitem_01-3-186-0|ProduceDescriptionType_ProduceDescriptionName|ExamDescriptionType_Unknown|ProduceExamEffectType_Unknown|ProduceCardCategory_Unknown|ProduceCardMovePositionType_Unknown|ProduceStepType_Unknown|Convert_002|produceDescriptions[9].text,に移動,移動,todo/new,移動,,中移動
ProduceItem.json,pitem_01-3-187-0|ProduceDescriptionType_ProduceDescriptionName|ExamDescriptionType_Unknown|ProduceExamEffectType_Unknown|ProduceCardCategory_Unknown|ProduceCardMovePositionType_Unknown|ProduceStepType_Unknown|Convert_002|produceDescriptions[9].text,に移動,移動,todo/new,移動,,中移動
ProduceItem.json,pitem_01-3-290-0|ProduceDescriptionType_ProduceCard|ExamDescriptionType_Unknown|ProduceExamEffectType_Unknown|ProduceCardCategory_Unknown|ProduceCardMovePositionType_Unknown|ProduceStepType_Unknown|p_card-01-men-2_034|produceDescriptions[11].text,に移動,移動,todo/new,移動,,中移動
ProduceItem.json,pitem_01-3-290-1|ProduceDescriptionType_ProduceCard|ExamDescriptionType_Unknown|ProduceExamEffectType_Unknown|ProduceCardCategory_Unknown|ProduceCardMovePositionType_Unknown|ProduceStepType_Unknown|p_card-01-men-2_034|produceDescriptions[11].text,に移動,移動,todo/new,移動,,中移動
ProduceItem.json,pitem_02-3-075-0|ProduceDescriptionType_ProduceCard|ExamDescriptionType_Unknown|ProduceExamEffectType_Unknown|ProduceCardCategory_Unknown|ProduceCardMovePositionType_Unknown|ProduceStepType_Unknown|p_card-02-men-1_030|produceDescriptions[14].text,に移動,移動,todo/new,移動,,中移動
ProduceItem.json,pitem_02-3-075-1|ProduceDescriptionType_ProduceCard|ExamDescriptionType_Unknown|ProduceExamEffectType_Unknown|ProduceCardCategory_Unknown|ProduceCardMovePositionType_Unknown|ProduceStepType_Unknown|p_card-02-men-1_030|produceDescriptions[14].text,に移動,移動,todo/new,移動,,中移動
ProduceItem.json,pitem_02-3-185-0|ProduceDescriptionType_ProduceDescriptionName|ExamDescriptionType_Unknown|ProduceExamEffectType_Unknown|ProduceCardCategory_Unknown|ProduceCardMovePositionType_Unknown|ProduceStepType_Unknown|Convert_StepLessonType_VisualLesson|produceDescriptions[9].text,に移動,移動,todo/new,移動,,中移動
ProduceItem.json,pitem_02-3-188-0|ProduceDescriptionType_ProduceDescriptionName|ExamDescriptionType_Unknown|ProduceExamEffectType_Unknown|ProduceCardCategory_Unknown|ProduceCardMovePositionType_Unknown|ProduceStepType_Unknown|Convert_002|produceDescriptions[9].text,に移動,移動,todo/new,移動,,中移動
ProduceItem.json,pitem_02-3-189-0|ProduceDescriptionType_ProduceDescriptionName|ExamDescriptionType_Unknown|ProduceExamEffectType_Unknown|ProduceCardCategory_Unknown|ProduceCardMovePositionType_Unknown|ProduceStepType_Unknown|Convert_002|produceDescriptions[9].text,に移動,移動,todo/new,移動,,中移動
ProduceItem.json,pitem_03-3-048-0|ProduceDescriptionType_PlainText|ExamDescriptionType_Unknown|ProduceExamEffectType_Unknown|ProduceCardCategory_Unknown|ProduceCardMovePositionType_Unknown|ProduceStepType_Unknown||produceDescriptions[13].text,に移動,移動,todo/new,移動,,中移動
ProduceItem.json,pitem_03-3-048-1|ProduceDescriptionType_PlainText|ExamDescriptionType_Unknown|ProduceExamEffectType_Unknown|ProduceCardCategory_Unknown|ProduceCardMovePositionType_Unknown|ProduceStepType_Unknown||produceDescriptions[13].text,に移動,移動,todo/new,移動,,中移動
ProduceItem.json,pitem_03-3-113-0|ProduceDescriptionType_PlainText|ExamDescriptionType_Unknown|ProduceExamEffectType_Unknown|ProduceCardCategory_Unknown|ProduceCardMovePositionType_Unknown|ProduceStepType_Unknown||produceDescriptions[7].text,に移動,移動,todo/new,移動,,中移動
ProduceItem.json,pitem_03-3-113-1|ProduceDescriptionType_PlainText|ExamDescriptionType_Unknown|ProduceExamEffectType_Unknown|ProduceCardCategory_Unknown|ProduceCardMovePositionType_Unknown|ProduceStepType_Unknown||produceDescriptions[7].text,に移動,移動,todo/new,移動,,中移動
ProduceItem.json,pitem_03-3-168-0|ProduceDescriptionType_ProduceExamEffectType|ExamDescriptionType_Unknown|ProduceExamEffectType_ExamFullPower|ProduceCardCategory_Unknown|ProduceCardMovePositionType_Unknown|ProduceStepType_Unknown|Label_ExamFullPower|produceDescriptions[7].text,に移動,移動,todo/new,移動,,中移動
ProduceItem.json,pitem_03-3-168-1|ProduceDescriptionType_ProduceExamEffectType|ExamDescriptionType_Unknown|ProduceExamEffectType_ExamFullPower|ProduceCardCategory_Unknown|ProduceCardMovePositionType_Unknown|ProduceStepType_Unknown|Label_ExamFullPower|produceDescriptions[7].text,に移動,移動,todo/new,移動,,中移動
ProduceItem.json,pitem_03-3-190-0|ProduceDescriptionType_ProduceDescriptionName|ExamDescriptionType_Unknown|ProduceExamEffectType_Unknown|ProduceCardCategory_Unknown|ProduceCardMovePositionType_Unknown|ProduceStepType_Unknown|Convert_002|produceDescriptions[9].text,に移動,移動,todo/new,移動,,中移動
ProduceItem.json,pitem_03-3-191-0|ProduceDescriptionType_ProduceDescriptionName|ExamDescriptionType_Unknown|ProduceExamEffectType_Unknown|ProduceCardCategory_Unknown|ProduceCardMovePositionType_Unknown|ProduceStepType_Unknown|Convert_002|produceDescriptions[9].text,に移動,移動,todo/new,移動,,中移動
ProduceItem.json,pitem_03-3-289-0|ProduceDescriptionType_PlainText|ExamDescriptionType_Unknown|ProduceExamEffectType_Unknown|ProduceCardCategory_Unknown|ProduceCardMovePositionType_Unknown|ProduceStepType_Unknown||produceDescriptions[6].text,に移動,移動,todo/new,移動,,中移動
ProduceItem.json,pitem_03-3-289-1|ProduceDescriptionType_PlainText|ExamDescriptionType_Unknown|ProduceExamEffectType_Unknown|ProduceCardCategory_Unknown|ProduceCardMovePositionType_Unknown|ProduceStepType_Unknown||produceDescriptions[6].text,に移動,移動,todo/new,移動,,中移動
ProduceItem.json,pitem_tower_001-exam_card_play_aggressive-1-stage_015|ProduceDescriptionType_ProduceCard|ExamDescriptionType_Unknown|ProduceExamEffectType_Unknown|ProduceCardCategory_Unknown|ProduceCardMovePositionType_Unknown|ProduceStepType_Unknown|p_card-02-men-3_002|produceDescriptions[5].text,に移動,移動,todo/new,移動,,中移動
ProduceItem.json,pitem_tower_001-exam_card_play_aggressive-1-stage_022-1|ProduceDescriptionType_PlainText|ExamDescriptionType_Unknown|ProduceExamEffectType_Unknown|ProduceCardCategory_Unknown|ProduceCardMovePositionType_Unknown|ProduceStepType_Unknown||produceDescriptions[9].text,に移動,移動,todo/new,移動,,中移動
ProduceItem.json,pitem_tower_001-exam_card_play_aggressive-1-stage_025|ProduceDescriptionType_PlainText|ExamDescriptionType_Unknown|ProduceExamEffectType_Unknown|ProduceCardCategory_Unknown|ProduceCardMovePositionType_Unknown|ProduceStepType_Unknown||produceDescriptions[3].text,に移動,移動,todo/new,移動,,中移動
ProduceItem.json,pitem_tower_001-exam_card_play_aggressive-1-stage_025-1|ProduceDescriptionType_PlainText|ExamDescriptionType_Unknown|ProduceExamEffectType_Unknown|ProduceCardCategory_Unknown|ProduceCardMovePositionType_Unknown|ProduceStepType_Unknown||produceDescriptions[3].text,に移動,移動,todo/new,移動,,中移動
ProduceItem.json,pitem_tower_001-exam_card_play_aggressive-2-stage_017|ProduceDescriptionType_ProduceCardCategory|ExamDescriptionType_Unknown|ProduceExamEffectType_Unknown|ProduceCardCategory_ActiveSkill|ProduceCardMovePositionType_Unknown|ProduceStepType_Unknown|Label_ActiveSkillCard|produceDescriptions[6].text,に移動,移動,todo/new,移動,,中移動
ProduceItem.json,pitem_tower_001-exam_concentration-1-stage_017|ProduceDescriptionType_ProduceCardCategory|ExamDescriptionType_Unknown|ProduceExamEffectType_Unknown|ProduceCardCategory_ActiveSkill|ProduceCardMovePositionType_Unknown|ProduceStepType_Unknown|Label_ActiveSkillCard|produceDescriptions[6].text,に移動,移動,todo/new,移動,,中移動
ProduceItem.json,pitem_tower_001-exam_concentration-1-stage_022-1|ProduceDescriptionType_PlainText|ExamDescriptionType_Unknown|ProduceExamEffectType_Unknown|ProduceCardCategory_Unknown|ProduceCardMovePositionType_Unknown|ProduceStepType_Unknown||produceDescriptions[9].text,に移動,移動,todo/new,移動,,中移動
ProduceItem.json,pitem_tower_001-exam_concentration-1-stage_025|ProduceDescriptionType_PlainText|ExamDescriptionType_Unknown|ProduceExamEffectType_Unknown|ProduceCardCategory_Unknown|ProduceCardMovePositionType_Unknown|ProduceStepType_Unknown||produceDescriptions[3].text,に移動,移動,todo/new,移動,,中移動
ProduceItem.json,pitem_tower_001-exam_concentration-1-stage_025-1|ProduceDescriptionType_PlainText|ExamDescriptionType_Unknown|ProduceExamEffectType_Unknown|ProduceCardCategory_Unknown|ProduceCardMovePositionType_Unknown|ProduceStepType_Unknown||produceDescriptions[3].text,に移動,移動,todo/new,移動,,中移動
ProduceItem.json,pitem_tower_001-exam_full_power-1-stage_017|ProduceDescriptionType_ProduceCardCategory|ExamDescriptionType_Unknown|ProduceExamEffectType_Unknown|ProduceCardCategory_ActiveSkill|ProduceCardMovePositionType_Unknown|ProduceStepType_Unknown|Label_ActiveSkillCard|produceDescriptions[6].text,に移動,移動,todo/new,移動,,中移動
ProduceItem.json,pitem_tower_001-exam_full_power-1-stage_022-1|ProduceDescriptionType_PlainText|ExamDescriptionType_Unknown|ProduceExamEffectType_Unknown|ProduceCardCategory_Unknown|ProduceCardMovePositionType_Unknown|ProduceStepType_Unknown||produceDescriptions[9].text,に移動,移動,todo/new,移動,,中移動
ProduceItem.json,pitem_tower_001-exam_full_power-1-stage_025|ProduceDescriptionType_PlainText|ExamDescriptionType_Unknown|ProduceExamEffectType_Unknown|ProduceCardCategory_Unknown|ProduceCardMovePositionType_Unknown|ProduceStepType_Unknown||produceDescriptions[3].text,に移動,移動,todo/new,移動,,中移動
ProduceItem.json,pitem_tower_001-exam_full_power-1-stage_025-1|ProduceDescriptionType_PlainText|ExamDescriptionType_Unknown|ProduceExamEffectType_Unknown|ProduceCardCategory_Unknown|ProduceCardMovePositionType_Unknown|ProduceStepType_Unknown||produceDescriptions[3].text,に移動,移動,todo/new,移動,,中移動
ProduceItem.json,pitem_tower_001-exam_lesson_buff-1-stage_015|ProduceDescriptionType_ProduceCard|ExamDescriptionType_Unknown|ProduceExamEffectType_Unknown|ProduceCardCategory_Unknown|ProduceCardMovePositionType_Unknown|ProduceStepType_Unknown|p_card-01-men-3_006|produceDescriptions[5].text,に移動,移動,todo/new,移動,,中移動
ProduceItem.json,pitem_tower_001-exam_lesson_buff-1-stage_022-1|ProduceDescriptionType_PlainText|ExamDescriptionType_Unknown|ProduceExamEffectType_Unknown|ProduceCardCategory_Unknown|ProduceCardMovePositionType_Unknown|ProduceStepType_Unknown||produceDescriptions[9].text,に移動,移動,todo/new,移動,,中移動
ProduceItem.json,pitem_tower_001-exam_lesson_buff-1-stage_025|ProduceDescriptionType_PlainText|ExamDescriptionType_Unknown|ProduceExamEffectType_Unknown|ProduceCardCategory_Unknown|ProduceCardMovePositionType_Unknown|ProduceStepType_Unknown||produceDescriptions[3].text,に移動,移動,todo/new,移動,,中移動
ProduceItem.json,pitem_tower_001-exam_lesson_buff-1-stage_025-1|ProduceDescriptionType_PlainText|ExamDescriptionType_Unknown|ProduceExamEffectType_Unknown|ProduceCardCategory_Unknown|ProduceCardMovePositionType_Unknown|ProduceStepType_Unknown||produceDescriptions[3].text,に移動,移動,todo/new,移動,,中移動
ProduceItem.json,pitem_tower_001-exam_lesson_buff-2-stage_017|ProduceDescriptionType_ProduceCardCategory|ExamDescriptionType_Unknown|ProduceExamEffectType_Unknown|ProduceCardCategory_ActiveSkill|ProduceCardMovePositionType_Unknown|ProduceStepType_Unknown|Label_ActiveSkillCard|produceDescriptions[6].text,に移動,移動,todo/new,移動,,中移動
ProduceItem.json,pitem_tower_001-exam_parameter_buff-1-stage_015|ProduceDescriptionType_ProduceCard|ExamDescriptionType_Unknown|ProduceExamEffectType_Unknown|ProduceCardCategory_Unknown|ProduceCardMovePositionType_Unknown|ProduceStepType_Unknown|p_card-01-men-3_006|produceDescriptions[5].text,に移動,移動,todo/new,移動,,中移動
ProduceItem.json,pitem_tower_001-exam_parameter_buff-1-stage_022-1|ProduceDescriptionType_PlainText|ExamDescriptionType_Unknown|ProduceExamEffectType_Unknown|ProduceCardCategory_Unknown|ProduceCardMovePositionType_Unknown|ProduceStepType_Unknown||produceDescriptions[9].text,に移動,移動,todo/new,移動,,中移動
ProduceItem.json,pitem_tower_001-exam_parameter_buff-1-stage_025|ProduceDescriptionType_PlainText|ExamDescriptionType_Unknown|ProduceExamEffectType_Unknown|ProduceCardCategory_Unknown|ProduceCardMovePositionType_Unknown|ProduceStepType_Unknown||produceDescriptions[3].text,に移動,移動,todo/new,移動,,中移動
ProduceItem.json,pitem_tower_001-exam_parameter_buff-1-stage_025-1|ProduceDescriptionType_PlainText|ExamDescriptionType_Unknown|ProduceExamEffectType_Unknown|ProduceCardCategory_Unknown|ProduceCardMovePositionType_Unknown|ProduceStepType_Unknown||produceDescriptions[3].text,に移動,移動,todo/new,移動,,中移動
ProduceItem.json,pitem_tower_001-exam_parameter_buff-2-stage_017|ProduceDescriptionType_ProduceCardCategory|ExamDescriptionType_Unknown|ProduceExamEffectType_Unknown|ProduceCardCategory_ActiveSkill|ProduceCardMovePositionType_Unknown|ProduceStepType_Unknown|Label_ActiveSkillCard|produceDescriptions[6].text,に移動,移動,todo/new,移動,,中移動
ProduceItem.json,pitem_tower_001-exam_review-1-stage_015|ProduceDescriptionType_ProduceCard|ExamDescriptionType_Unknown|ProduceExamEffectType_Unknown|ProduceCardCategory_Unknown|ProduceCardMovePositionType_Unknown|ProduceStepType_Unknown|p_card-02-men-3_002|produceDescriptions[5].text,に移動,移動,todo/new,移動,,中移動
ProduceItem.json,pitem_tower_001-exam_review-1-stage_022-1|ProduceDescriptionType_PlainText|ExamDescriptionType_Unknown|ProduceExamEffectType_Unknown|ProduceCardCategory_Unknown|ProduceCardMovePositionType_Unknown|ProduceStepType_Unknown||produceDescriptions[9].text,に移動,移動,todo/new,移動,,中移動
ProduceItem.json,pitem_tower_001-exam_review-1-stage_025|ProduceDescriptionType_PlainText|ExamDescriptionType_Unknown|ProduceExamEffectType_Unknown|ProduceCardCategory_Unknown|ProduceCardMovePositionType_Unknown|ProduceStepType_Unknown||produceDescriptions[3].text,に移動,移動,todo/new,移動,,中移動
ProduceItem.json,pitem_tower_001-exam_review-1-stage_025-1|ProduceDescriptionType_PlainText|ExamDescriptionType_Unknown|ProduceExamEffectType_Unknown|ProduceCardCategory_Unknown|ProduceCardMovePositionType_Unknown|ProduceStepType_Unknown||produceDescriptions[3].text,に移動,移動,todo/new,移動,,中移動
ProduceItem.json,pitem_tower_001-exam_review-2-stage_017|ProduceDescriptionType_ProduceCardCategory|ExamDescriptionType_Unknown|ProduceExamEffectType_Unknown|ProduceCardCategory_ActiveSkill|ProduceCardMovePositionType_Unknown|ProduceStepType_Unknown|Label_ActiveSkillCard|produceDescriptions[6].text,に移動,移動,todo/new,移動,,中移動
