文件名,键名,日文原文,当前使用,使用来源,todo/new_翻译,jp_cn_翻译,data_翻译
Mission.json,dearness_event_ssmk-007|name,紫雲清夏のプロデュースで特別指導を{threshold}回選択しよう,在紫云清夏的培育中选择{threshold}次特别指导吧,jp_cn,,在紫云清夏的培育中选择{threshold}次特别指导吧,在紫云清夏的培育中选择{threshold}次特别指导
Mission.json,dearness_event_ssmk-008|name,紫雲清夏で最終試験に合格して評価SS以上を{threshold}回獲得しよう,紫云清夏通过最终考试并获得{threshold}次SS以上评价吧,jp_cn,,紫云清夏通过最终考试并获得{threshold}次SS以上评价吧,紫云清夏通过最终考试并获得{threshold}次SS以上评价
Mission.json,dearness_normal-mission_fktn-002|name,藤田 ことねのプロデュースでスキルカードを合計{threshold}回使用しよう,在藤田琴音的培育中累计使用{threshold}次技能卡吧,jp_cn,,在藤田琴音的培育中累计使用{threshold}次技能卡吧,在藤田琴音的培育中累计使用{threshold}次技能卡
Mission.json,dearness_normal-mission_fktn-003|name,藤田 ことねのプロデュースでスキルカードを{threshold}回強化しよう,在藤田琴音的培育中强化{threshold}次技能卡吧,jp_cn,,在藤田琴音的培育中强化{threshold}次技能卡吧,在藤田琴音的培育中强化{threshold}次技能卡
Mission.json,dearness_normal-mission_fktn-004|name,藤田 ことねで最終試験に合格して評価SS以上を{threshold}回獲得しよう,让藤田琴音通过最终考试并获得{threshold}次SS以上评价吧,todo/new,让藤田琴音通过最终考试并获得{threshold}次SS以上评价吧,藤田琴音通过最终考试并获得{threshold}次SS以上评价吧,藤田琴音通过最终考试并获得{threshold}次SS以上评价
Mission.json,dearness_normal-mission_fktn-005|name,藤田 ことねのプロデュースでスキルカードを{threshold}回カスタマイズしよう,在藤田琴音的培育中自定义{threshold}次技能卡吧,jp_cn,,在藤田琴音的培育中自定义{threshold}次技能卡吧,在藤田琴音的培育中自定义{threshold}次技能卡
Mission.json,dearness_normal-mission_shro-002|name,篠澤 広のプロデュースでスキルカードを合計{threshold}回使用しよう,在筱泽广的培育中累计使用{threshold}次技能卡吧,jp_cn,,在筱泽广的培育中累计使用{threshold}次技能卡吧,在筱泽广的培育中累计使用{threshold}次技能卡
Mission.json,dearness_normal-mission_shro-003|name,篠澤 広のプロデュースでスキルカードを{threshold}回強化しよう,在筱泽广的培育中强化{threshold}次技能卡吧,jp_cn,,在筱泽广的培育中强化{threshold}次技能卡吧,在筱泽广的培育中强化{threshold}次技能卡
Mission.json,dearness_normal-mission_shro-004|name,篠澤 広で最終試験に合格して評価SS以上を{threshold}回獲得しよう,让筱泽广通过最终考试并获得{threshold}次SS以上评价吧,todo/new,让筱泽广通过最终考试并获得{threshold}次SS以上评价吧,筱泽广通过最终考试并获得{threshold}次SS以上评价吧,筱泽广通过最终考试并获得{threshold}次SS以上评价
Mission.json,dearness_normal-mission_shro-005|name,篠澤 広のプロデュースでスキルカードを{threshold}回カスタマイズしよう,在筱泽广的培育中自定义{threshold}次技能卡吧,jp_cn,,在筱泽广的培育中自定义{threshold}次技能卡吧,在筱泽广的培育中自定义{threshold}次技能卡
Mission.json,dearness_normal-mission_ssmk-002|name,紫雲 清夏のプロデュースでスキルカードを合計{threshold}回使用しよう,在紫云清夏的培育中累计使用{threshold}次技能卡吧,jp_cn,,在紫云清夏的培育中累计使用{threshold}次技能卡吧,在紫云清夏的培育中累计使用{threshold}次技能卡
Mission.json,dearness_normal-mission_ssmk-003|name,紫雲 清夏のプロデュースでスキルカードを{threshold}回強化しよう,在紫云清夏的培育中强化{threshold}次技能卡吧,jp_cn,,在紫云清夏的培育中强化{threshold}次技能卡吧,在紫云清夏的培育中强化{threshold}次技能卡
Mission.json,dearness_normal-mission_ssmk-004|name,紫雲 清夏で最終試験に合格して評価SS以上を{threshold}回獲得しよう,让紫云清夏通过最终考试并获得{threshold}次SS以上评价吧,todo/new,让紫云清夏通过最终考试并获得{threshold}次SS以上评价吧,紫云清夏通过最终考试并获得{threshold}次SS以上评价吧,紫云清夏通过最终考试并获得{threshold}次SS以上评价
Mission.json,dearness_normal-mission_ssmk-005|name,紫雲 清夏のプロデュースでスキルカードを{threshold}回カスタマイズしよう,在紫云清夏的培育中自定义{threshold}次技能卡吧,jp_cn,,在紫云清夏的培育中自定义{threshold}次技能卡吧,在紫云清夏的培育中自定义{threshold}次技能卡
Mission.json,mission-box-gasha-event-001-mission_1|name,{threshold}日ログインしよう,登录{threshold}天吧,jp_cn,,登录{threshold}天吧,登录{threshold}天
Mission.json,mission-box-gasha-event-001-mission_2|name,最終試験に{threshold}回合格しよう,通过{threshold}次最终考试吧,jp_cn,,通过{threshold}次最终考试吧,通过{threshold}次最终考试
Mission.json,mission-box-gasha-event-001-mission_4|name,プロデュース評価を合計{threshold}獲得しよう,累计获得{threshold}培育评价吧,jp_cn,,累计获得{threshold}培育评价吧,累计获得{threshold}培育评价
Mission.json,mission-box-gasha-event-001-mission_5|name,SPレッスンを{threshold}回クリアしよう,完成{threshold}次SP课程吧,jp_cn,,完成{threshold}次SP课程吧,完成{threshold}次SP课程
Mission.json,mission-box-gasha-event-002-mission_1|name,{threshold}日ログインしよう,登录{threshold}天吧,jp_cn,,登录{threshold}天吧,登录{threshold}天
Mission.json,mission-box-gasha-event-002-mission_2|name,最終試験に{threshold}回合格しよう,通过{threshold}次最终考试吧,jp_cn,,通过{threshold}次最终考试吧,通过{threshold}次最终考试
Mission.json,mission-box-gasha-event-002-mission_4|name,プロデュース評価を合計{threshold}獲得しよう,累计获得{threshold}培育评价吧,jp_cn,,累计获得{threshold}培育评价吧,累计获得{threshold}培育评价
Mission.json,mission-box-gasha-event-002-mission_5|name,SPレッスンを{threshold}回クリアしよう,完成{threshold}次SP课程吧,jp_cn,,完成{threshold}次SP课程吧,完成{threshold}次SP课程
Mission.json,mission-box-gasha-event-003-mission_1|name,{threshold}日ログインしよう,登录{threshold}天吧,jp_cn,,登录{threshold}天吧,登录{threshold}天
Mission.json,mission-box-gasha-event-003-mission_2|name,最終試験に{threshold}回合格しよう,通过{threshold}次最终考试吧,jp_cn,,通过{threshold}次最终考试吧,通过{threshold}次最终考试
Mission.json,mission-box-gasha-event-003-mission_4|name,プロデュース評価を合計{threshold}獲得しよう,累计获得{threshold}培育评价吧,jp_cn,,累计获得{threshold}培育评价吧,累计获得{threshold}培育评价
Mission.json,mission-box-gasha-event-003-mission_5|name,SPレッスンを{threshold}回クリアしよう,完成{threshold}次SP课程吧,jp_cn,,完成{threshold}次SP课程吧,完成{threshold}次SP课程
Mission.json,mission-box-gasha-event-004-mission_1|name,{threshold}日ログインしよう,登录{threshold}天吧,jp_cn,,登录{threshold}天吧,登录{threshold}天
Mission.json,mission-box-gasha-event-004-mission_2|name,最終試験に{threshold}回合格しよう,通过{threshold}次最终考试吧,jp_cn,,通过{threshold}次最终考试吧,通过{threshold}次最终考试
Mission.json,mission-box-gasha-event-004-mission_3|name,イベントボックスガシャを{threshold}回引こう,抽取{threshold}次活动BOX扭蛋吧,jp_cn,,抽取{threshold}次活动BOX扭蛋吧,抽取{threshold}次活动BOX扭蛋
Mission.json,mission-box-gasha-event-004-mission_4|name,プロデュース評価を合計{threshold}獲得しよう,累计获得{threshold}培育评价吧,jp_cn,,累计获得{threshold}培育评价吧,累计获得{threshold}培育评价
Mission.json,mission-box-gasha-event-004-mission_5|name,SPレッスンを{threshold}回クリアしよう,完成{threshold}次SP课程吧,jp_cn,,完成{threshold}次SP课程吧,完成{threshold}次SP课程
Mission.json,mission-box-gasha-event-005-mission_1|name,{threshold}日ログインしよう,登录{threshold}天吧,jp_cn,,登录{threshold}天吧,登录{threshold}天
Mission.json,mission-box-gasha-event-005-mission_2|name,最終試験に{threshold}回合格しよう,通过{threshold}次最终考试吧,jp_cn,,通过{threshold}次最终考试吧,通过{threshold}次最终考试
Mission.json,mission-box-gasha-event-005-mission_3|name,イベントボックスガシャを{threshold}回引こう,抽取{threshold}次活动BOX扭蛋吧,jp_cn,,抽取{threshold}次活动BOX扭蛋吧,抽取{threshold}次活动BOX扭蛋
Mission.json,mission-box-gasha-event-005-mission_4|name,プロデュース評価を合計{threshold}獲得しよう,累计获得{threshold}培育评价吧,jp_cn,,累计获得{threshold}培育评价吧,累计获得{threshold}培育评价
Mission.json,mission-box-gasha-event-005-mission_5|name,SPレッスンを{threshold}回クリアしよう,完成{threshold}次SP课程吧,jp_cn,,完成{threshold}次SP课程吧,完成{threshold}次SP课程
Mission.json,mission-box-gasha-event-006-mission_1|name,{threshold}日ログインしよう,登录{threshold}天吧,jp_cn,,登录{threshold}天吧,登录{threshold}天
Mission.json,mission-box-gasha-event-006-mission_2|name,最終試験に{threshold}回合格しよう,通过{threshold}次最终考试吧,jp_cn,,通过{threshold}次最终考试吧,通过{threshold}次最终考试
Mission.json,mission-box-gasha-event-006-mission_3|name,イベントボックスガシャを{threshold}回引こう,抽取{threshold}次活动BOX扭蛋吧,jp_cn,,抽取{threshold}次活动BOX扭蛋吧,抽取{threshold}次活动BOX扭蛋
Mission.json,mission-box-gasha-event-006-mission_4|name,プロデュース評価を合計{threshold}獲得しよう,累计获得{threshold}培育评价吧,jp_cn,,累计获得{threshold}培育评价吧,累计获得{threshold}培育评价
Mission.json,mission-box-gasha-event-006-mission_5|name,SPレッスンを{threshold}回クリアしよう,完成{threshold}次SP课程吧,jp_cn,,完成{threshold}次SP课程吧,完成{threshold}次SP课程
Mission.json,mission-box-gasha-event-007-mission_1|name,{threshold}日ログインしよう,登录{threshold}天吧,jp_cn,,登录{threshold}天吧,登录{threshold}天
Mission.json,mission-box-gasha-event-007-mission_2|name,最終試験に{threshold}回合格しよう,通过{threshold}次最终考试吧,jp_cn,,通过{threshold}次最终考试吧,通过{threshold}次最终考试
Mission.json,mission-box-gasha-event-007-mission_3|name,イベントボックスガシャを{threshold}回引こう,抽取{threshold}次活动BOX扭蛋吧,jp_cn,,抽取{threshold}次活动BOX扭蛋吧,抽取{threshold}次活动BOX扭蛋
Mission.json,mission-box-gasha-event-007-mission_4|name,プロデュース評価を合計{threshold}獲得しよう,累计获得{threshold}培育评价吧,jp_cn,,累计获得{threshold}培育评价吧,累计获得{threshold}培育评价
